watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
village.bay,3.02,3.85,9.87,1.71,7,2.45,8.62,2.1,2.91,4.04,11.84,5.92,4.65,17.36,652.02,43.42,9.38,2.39,2.04,3.95,4.38,2.74,9.14,7.14,3.84,2.78,0,1.14,42.29,NA,6,5.75,7,20,20,0.58,0.61,0.78,3.8
village.bay,3.82,4.5,9.94,1.93,7.62,2.41,8.86,2.6,3.19,4.6,12.92,6.57,5.44,19.52,674.24,44.06,10.64,2.59,2.3,3.79,3.95,2.23,8.06,6.04,4.17,3.08,0,1.11,43.68,NA,7,5.55,7,20,20,1.13,1.16,1.26,3.58
village.bay,3.36,4.62,8.58,1.65,7.07,2.22,8.38,2.3,3.32,4.38,12.45,6.65,4.81,18.13,673.85,40.29,9.91,2.64,2.18,3.54,3.57,1.93,7.27,5.42,3.96,2.7,0,0.88,39.33,NA,7,5.68,7,20,17 three along bottom of mouth left behind; count confirmed,1.25,1.15,1.23,3.3
village.bay,4.42,5.17,11.17,1.74,8.19,1.57,9.16,2.37,3.31,4.36,13.09,6.31,5.36,18.33,742.53,43.09,10.05,2.59,2.29,3.53,3.9,2.37,8.9,6.68,4.2,2.81,0,1.16,43.38,NA,7,6.33,7,20,20,1.05,0.99,1.14,3.43
village.bay,3.55,4.34,11.2,1.76,8.69,2.35,8.81,2.45,3.52,4.63,13.31,6.37,5.01,19.06,745.52,45,10.09,2.71,2.45,3.73,3.62,2.21,8.12,6.12,4.41,2.92,0,1.17,44.33,NA,8,5.72,7,20,20,1.15,1.08,1.13,3.85
village.bay,4.33,5.24,12.1,2.05,8.64,3.27,11.51,2.12,3.57,4.63,14.25,6.89,5.65,20.34,685.3,51.76,9.48,3.28,2.9,4.87,5.33,3.53,9.05,6.73,5.13,3.4,0,2.15,50.92,NA,7,6.32,7,18,15 three along bottom of mouth left behind; count confirmed,1.18,1.01,1.23,2.73
village.bay,3.37,4.43,10.03,1.86,7.73,2.44,9.12,1.93,2.94,3.93,11.88,6.37,4.8,17.56,549.47,39.97,9.71,2.62,1.95,3.71,3.85,2.09,7.15,5.16,4.11,2.93,0,0.98,39.53,NA,6,5.24,6,22,22,0.91,1.03,1.04,3.14
village.bay,3.38,4.33,10.03,1.93,8.1,2.05,8.48,2.21,3.42,4.34,12.87,6.54,4.51,17.74,711.23,41,9.54,2.35,1.91,3.36,3.62,2.21,7.88,5.95,3.66,2.55,0,0.92,40.18,NA,7,5.6,8,20,20,1.24,1.21,1.18,3.32
village.bay,3.39,4.35,10.9,1.7,7.16,2.23,8.67,2.34,3.41,4.06,12.22,6.67,4.72,18.42,715.52,43.82,9.04,2.44,2.05,4.11,4.21,2.73,8.21,6.31,3.9,2.47,0,1.11,42.75,NA,6,5.82,6,20,20,0.94,0.95,0.84,3.37
village.bay,3.65,5.27,11.62,1.72,8.6,2.4,10.41,2.19,3,4.67,13.15,6.72,5.46,19.82,801.22,48.95,9.65,2.76,2.18,4.23,4.75,3.12,10.75,8.45,4.12,2.61,0,1.53,48.45,NA,7,6.5,6,22,22,0.86,0.56,0.71,3.09
village.bay,3.59,4.33,12.91,2.03,7.98,2.5,9.87,1.86,2.75,4.37,12.36,5.87,4.5,17.58,514.53,45.56,9.3,2.45,2.15,4.52,4.16,2.36,8.96,6.77,4.2,2.92,0,1.5,44.61,NA,7,5.94,9,21,21,1.02,1.03,1.03,3.61
village.bay,4.29,4.17,10.96,2,9.33,2.62,9.81,3.03,4.27,4.73,14.21,7.22,4.95,19.36,822.26,45.19,11.41,2.78,1.35,4.51,4.57,2.85,8.42,6.28,3.5,2.56,0,1.3,44.68,NA,7,5.82,8,21,18 three along bottom of mouth left behind; count confirmed,1.01,0.87,0.96,3.25
village.bay,4.03,4.83,11.15,1.78,7.26,2.01,9.58,2.21,3.29,4.38,12.46,6.28,4.79,18.37,742.2,42.89,9.54,2.51,2.08,3.8,3.99,2.75,8.74,6.47,3.88,2.72,0,1.13,42.48,NA,8,5.82,8,22,19 three along bottom of mouth left behind; count confirmed,1.03,1.06,1.04,3.81
village.bay,1.72,1.43,10.75,1.45,7.78,2.82,9.04,2.08,2.73,4.08,11.42,4.29,4.09,15.32,345.15,43.42,8.67,2.36,2,3.46,3.77,2.45,8.18,6.19,3.91,2.29,0,1.01,42.2,NA,7,4.09,7,17,17,1.07,1,1.04,3.23
village.bay,3.65,4.91,11.64,1.71,7.84,2.43,10.25,2.2,3.22,4.25,12.82,8.42,5.08,20.96,876.24,48.92,9.72,2.72,2.09,4.23,4.71,2.97,9.89,7.57,4.44,3.07,0,1.56,48.56,NA,8,6.61,8,20,20,1.02,1.04,0.97,3.68
village.bay,3.81,4.36,10.55,1.45,8.71,2.7,10.4,2.14,3.16,4.49,12.96,6.18,4.85,17.94,537.14,45.31,9.53,2.5,2.01,4.56,4.7,2.82,8.72,7.15,4.12,2.44,0,1.44,44.29,NA,5,6.3,7,20,20,1.02,0.9,0.96,3.09
village.bay,4.03,5.02,10.51,1.77,6.54,1.87,9.67,2.19,3.03,4.18,12.21,5.84,4.81,16.67,564.51,42.78,9.24,2.32,1.93,4.34,4.27,2.49,8.31,6.36,4.38,3.23,0,1.22,43.21,NA,8,6.05,7,19,19,1.05,1.1,1.09,3.04
village.bay,3.62,4.73,10.21,1.69,7.7,2.33,9.18,2.34,3.57,4.52,13.36,7.46,4.49,19.03,731.65,42.62,10.18,2.75,1.79,4.23,3.49,2.09,7.61,5.48,3.99,2.67,0,0.98,41.87,NA,6,5.66,6,22,22,1.17,1.14,1.09,3.54
village.bay,3.77,4.16,9.15,1.81,7.85,1.8,9.05,2.12,3.58,4.39,12.79,4.65,5.53,16.76,564.99,42.79,10.41,2.54,1.57,3.98,3.76,2.16,8.15,6.02,3.96,2.68,0,1.03,42.23,NA,8,5.66,8,22,22,0.93,1.05,1.07,3.81
village.bay,3.82,4.45,12.12,2.01,8.09,2.42,10.18,2.36,4.48,4.94,14.76,7.55,4.91,20.31,686.36,46.89,12.3,3.6,2.68,4.39,4.44,2.48,9.11,6.64,4.79,3.43,0,1.44,45.65,NA,6,6.93,6,18,18,1.46,1.41,1.36,3.42
village.bay,3.1,4.11,8.43,1.58,6.01,1.96,8.21,1.75,2.62,3.92,11.22,4.29,3.43,12.48,332.7,41.41,8.77,2.5,2.14,3.25,3.8,2.41,8.01,5.93,3.37,2.06,0,0.95,41.8,5.12,7,5.13,7,20,20,0.99,0.98,1.01,3.45
village.bay,3.22,4.02,9.79,1.41,6.73,1.36,8.6,1.78,3.02,4.01,11.48,3.73,4.48,13.75,402.54,42.54,9.19,2.41,1.95,3.65,3.81,2.5,7.24,4.91,3.7,2.53,0,1.01,41.92,5.28,7,5.41,6,18,15 three along bottom of mouth left behind; count confirmed,0.99,0.93,0.91,3.48
village.bay,3.2,4.49,9.61,1.77,7.47,1.92,9.19,1.75,2.86,4.42,12.06,5.38,4.24,15.15,457.69,42.89,8.91,2.64,2.01,3.51,3.99,2.89,9.2,6.71,3.94,2.38,0,1.12,42.29,5.79,7,5.49,7,20,17 three along bottom of mouth left behind; count confirmed,0.94,0.93,0.93,3.25
village.bay,2.53,3.74,7.86,1.32,4.92,1.89,6.81,1.95,2.3,3.57,9.26,4.05,3.35,12.52,311.34,34.8,7.09,1.91,1.51,2.68,2.81,1.43,6.5,4.92,3.17,2.33,0,0.5,33.86,4.79,10,4.98,9,21,21,0.96,0.92,0.94,5.21
village.bay,3.26,4.2,9.89,1.41,6.61,1.96,8.13,2.2,2.54,3.96,10.76,4.43,4.39,14.06,431.41,41.08,8.8,2.02,1.3,3.49,3.48,1.93,7.84,6.19,3.49,2.46,0,0.88,40.26,5.04,7,4.98,7,16,16,1.09,1.13,1.06,4.24
village.bay,0.93,3.51,8.12,1.29,5.43,1.71,6.91,1.53,2.51,3.65,9.8,3.56,3.93,12.7,300.42,35.31,7.8,2.08,1.74,2.86,3.27,1.68,6.8,5.72,3.1,1.98,0,0.56,35.19,4.82,6,4.72,5,18,18,1.04,1.09,0.83,5.09
village.bay,3.04,3.85,11.28,1.68,7.6,1.36,9,2.24,3.3,4.52,12.81,4.73,4.64,15.17,463.34,44.82,9.61,2.3,1.69,3.44,3.79,2.37,9.09,7.08,3.6,2.27,0,1.08,42.89,4.67,7,4.77,7,21,21,1.05,1.05,0.95,3.45
village.bay,3.48,4.54,9.82,1.76,8.26,1.93,9.58,2.37,3.64,4.67,13.94,6.15,4.98,17.89,705.64,42.81,10.81,3.11,2.26,4.22,3.82,2.45,7.13,5.09,3.76,2.68,0,1.17,42.04,5.52,6,5.21,6,19,16 three along roof of mouth left behind; count confirmed,1.16,0.85,0.99,2.96
village.bay,3.39,3.58,9.63,1.86,8.06,2.48,9.09,2.43,3.4,4.63,13,5.64,5.24,17.44,638.11,42.72,10.24,2.78,1.8,3.57,3.71,2.23,7.65,5.53,3.76,2.79,0,1.04,41.96,5.33,7,5.25,7,20,17 three along top of mouth left behind; count confirmed,1.23,1.23,1.29,3.82
village.bay,3.23,4.25,10.59,1.67,8.74,2.36,9.02,2.37,3.42,4.45,12.03,5.58,4.48,16.08,442.22,42.7,9.74,2.57,1.91,3.74,3.77,2.37,7.53,5.56,4.14,2.79,0,0.99,41.33,5.29,7,5.43,7,19,19,1.07,1.03,0.83,3.49
roberts,4.69,5.86,12.05,1.96,7.84,2.72,9.74,2.2,3.29,4.51,13.1,7.17,6.86,21.73,769.3,46.37,10.45,3.41,4.19,4.95,5.1,3.39,8.16,6.66,4.06,2.89,0,1.54,46.76,7.1,7,7.29,6,17,17,1.08,1.01,0.98,3.31
roberts,2.98,3.76,10.92,1.59,7.55,2.95,8.67,2.44,3.03,4.1,11.77,6.28,5.65,19.06,641.01,40.22,9.58,2.92,2.52,4.26,3.76,2.25,7.2,4.7,4.03,2.72,0,1.04,40.51,5.28,8,5.31,7,18,18,0.79,0.81,0.75,3.4
roberts,3.58,4.89,11.18,1.96,8.99,3.09,9.64,2.64,3.73,4.69,13.95,6.58,6.37,20.25,754.77,46.01,10.76,3.46,3.36,4.33,4.59,2.92,9.37,7.25,4.54,2.95,0,1.38,45.73,6.64,6,6.83,7,20,20,1,1.04,1.05,3.44
roberts,2.71,3.06,9.43,1.49,7.27,1.92,7.37,1.25,2.53,3.63,9.64,5.27,4.35,16.29,433.04,35.66,9.23,2.67,2.12,3.36,3.19,1.91,6.17,4.69,3.53,2.27,0,0.66,36.6,4.3,7,4.47,7,18,18,0.78,0.76,0.75,4.06
roberts,2.91,3.84,7.74,1.09,4.98,1.91,7.12,1.09,2.4,2.96,9.15,3.95,4.29,13.25,280.82,34.43,7.42,1.81,1.54,3.62,3.22,1.97,5.75,4.62,2.6,1.99,0,0.57,34.25,4.26,7,4.34,6,18,18,0.75,0.8,0.79,4.55
roberts,3.18,4.2,9.12,1.44,6.72,2.02,7,1.46,2.71,3.43,9.92,4.21,4.76,14.59,356.35,36.36,6.71,2.33,2.55,2.87,3.48,2.28,5.7,4.09,3.01,2.02,0,0.58,36.12,4.65,7,4.76,6,19,19,0.62,0.59,0.53,4.17
roberts,3.99,4.84,10.22,1.65,7.93,3.15,8.25,2.36,3.45,4.18,12.74,7.07,5.79,20.61,748.8,43.77,10.59,3.07,2.7,3.22,3.93,1.93,7.75,6.1,3.51,2.52,0,1.04,43.72,5.93,7,6.56,7,18,18,0.89,0.88,0.83,3.49
roberts,3.68,5.19,13.67,1.65,9.39,2.91,9.48,2.24,3.7,4.1,13.63,8.22,6.46,23.16,901.88,45.82,10.59,3.46,3.14,4.11,4.38,3.22,8.01,6.45,3.92,2.71,0,1.36,46.01,6.46,7,6.05,7,19,19,0.73,0.85,0.7,2.81
roberts,5.85,6.37,16.44,2.45,11.1,2.04,12.62,2.88,4.61,4.38,15.45,10.6,7.14,27.8,1377.77,56.41,12.39,4.43,4,6.33,6.76,4.68,10.92,7.87,5.86,3.68,0,2.96,56.48,7.09,8,7.46,7,18,18,0.66,0.69,0.57,2.68
roberts,2.69,3.41,8.87,1.49,6.68,2.58,7.46,2.26,3.22,4.09,11.5,5.55,5.08,17.13,508.6,38.06,8.19,2.51,2.63,3.76,3.3,2.29,5.95,4.22,3.39,2.45,0,0.72,37.87,4.84,8,4.76,7,19,19,0.84,0.84,0.81,4.08
